Place,District,Type,Budget,Season,Interest,Rating,Approx_Cost,Image_URL,Youtube_Link,Hotel_Budget,Hotel_Budget_Price,Hotel_Premium,Hotel_Premium_Price,Latitude,Longitude,image_url
Udgir Fort Point,Latur,Fort,Low,Monsoon,Adventure,4.3,1747,/static/images/udgir_fort_point.jpg,https://www.youtube.com/embed/sample_udgir_fort_point,Green Leaf Lodge Latur,1518,Vivanta Plaza Latur,4031,17.0522,74.2958,https://source.unsplash.com/800x600/?Udgir%20Fort%20Point%2CFort%2CMaharashtra
Sajjangad Fort Point,Satara,Fort,Medium,Winter,Adventure,3.5,7249,/static/images/sajjangad_fort_point.jpg,https://www.youtube.com/embed/sample_sajjangad_fort_point,The Residency Satara,1596,Vivanta Plaza Satara,3644,19.1141,75.693,https://source.unsplash.com/800x600/?Sajjangad%20Fort%20Point%2CFort%2CMaharashtra
Sajjangad Fort Lake Side,Satara,Fort,High,All,Adventure,4.7,11154,/static/images/sajjangad_fort_lake_side.jpg,https://www.youtube.com/embed/sample_sajjangad_fort_lake_side,Green Leaf Lodge Satara,1441,Vivanta Plaza Satara,5602,20.4746,79.0469,https://source.unsplash.com/800x600/?Sajjangad%20Fort%20Lake%20Side%2CFort%2CMaharashtra
Babulnath Temple View,Mumbai,Spiritual,Medium,Winter,Spiritual,3.9,5657,/static/images/babulnath_temple_view.jpg,https://www.youtube.com/embed/sample_babulnath_temple_view,Hotel Sai Mumbai,1368,Gateway Palace Mumbai,5375,18.7884,77.5466,https://source.unsplash.com/800x600/?Babulnath%20Temple%20View%2CSpiritual%2CMaharashtra
Rajeshwar Temple Garden,Akola,Spiritual,Low,Monsoon,Spiritual,3.6,3626,/static/images/rajeshwar_temple_garden.jpg,https://www.youtube.com/embed/sample_rajeshwar_temple_garden,City Center Guest House Akola,1439,Vivanta Plaza Akola,4945,17.6478,78.0127,https://source.unsplash.com/800x600/?Rajeshwar%20Temple%20Garden%2CSpiritual%2CMaharashtra
Sindkhed Raja Heritage,Buldhana,Historical,Medium,Winter,Wildlife,4.3,6826,/static/images/sindkhed_raja_heritage.jpg,https://www.youtube.com/embed/sample_sindkhed_raja_heritage,Hotel Sai Buldhana,1534,The Taj Mahal Inn Buldhana,5944,19.0571,74.0754,https://source.unsplash.com/800x600/?Sindkhed%20Raja%20Heritage%2CHistorical%2CMaharashtra
Dharashiv Caves Garden,Dharashiv,Historical,High,All,Cultural,4.5,9727,/static/images/dharashiv_caves_garden.jpg,https://www.youtube.com/embed/sample_dharashiv_caves_garden,The Residency Dharashiv,1030,Marriott Executive Dharashiv,6450,19.3104,74.0698,https://source.unsplash.com/800x600/?Dharashiv%20Caves%20Garden%2CHistorical%2CMaharashtra
Kapildhara Waterfall Heritage,Beed,Nature,Low,All,Nature,4.8,1981,/static/images/kapildhara_waterfall_heritage.jpg,https://www.youtube.com/embed/sample_kapildhara_waterfall_heritage,The Residency Beed,1702,Gateway Palace Beed,4356,20.3501,76.8492,https://source.unsplash.com/800x600/?Kapildhara%20Waterfall%20Heritage%2CNature%2CMaharashtra
Paunar Ashram Valley,Wardha,Wildlife,Low,Winter,Adventure,4.2,3845,/static/images/paunar_ashram_valley.jpg,https://www.youtube.com/embed/sample_paunar_ashram_valley,Pleasant Stay Wardha,1748,Vivanta Plaza Wardha,4837,20.8127,75.7355,https://source.unsplash.com/800x600/?Paunar%20Ashram%20Valley%2CWildlife%2CMaharashtra
Marleshwar Temple Valley,Ratnagiri,Spiritual,High,Monsoon,Spiritual,3.6,8441,/static/images/marleshwar_temple_valley.jpg,https://www.youtube.com/embed/sample_marleshwar_temple_valley,Royal Inn Ratnagiri,1216,Marriott Executive Ratnagiri,5339,17.3715,76.8865,https://source.unsplash.com/800x600/?Marleshwar%20Temple%20Valley%2CSpiritual%2CMaharashtra
Thoseghar Waterfall View,Satara,Nature,Medium,Winter,Nature,3.9,6047,/static/images/thoseghar_waterfall_view.jpg,https://www.youtube.com/embed/sample_thoseghar_waterfall_view,Green Leaf Lodge Satara,1724,The Grand Regency Satara,5994,17.08,79.4766,https://source.unsplash.com/800x600/?Thoseghar%20Waterfall%20View%2CNature%2CMaharashtra
Kalamb Ganpati Temple Valley,Yavatmal,Spiritual,Low,All,Spiritual,4.1,3278,/static/images/kalamb_ganpati_temple_valley.jpg,https://www.youtube.com/embed/sample_kalamb_ganpati_temple_valley,City Center Guest House Yavatmal,1492,Gateway Palace Yavatmal,6850,17.3549,76.0965,https://source.unsplash.com/800x600/?Kalamb%20Ganpati%20Temple%20Valley%2CSpiritual%2CMaharashtra
Asherigad Fort Point,Palghar,Fort,High,Monsoon,Adventure,4.3,11315,/static/images/asherigad_fort_point.jpg,https://www.youtube.com/embed/sample_asherigad_fort_point,City Center Guest House Palghar,1178,Vivanta Plaza Palghar,4477,17.0499,77.7538,https://source.unsplash.com/800x600/?Asherigad%20Fort%20Point%2CFort%2CMaharashtra
Vishrambaug Wada View,Pune,Fort,Medium,Winter,Cultural,3.7,6968,/static/images/vishrambaug_wada_view.jpg,https://www.youtube.com/embed/sample_vishrambaug_wada_view,Pleasant Stay Pune,1009,Orchid Resort Pune,6766,17.5903,78.8704,https://source.unsplash.com/800x600/?Vishrambaug%20Wada%20View%2CFort%2CMaharashtra
Kaneri Math Garden,Kolhapur,Wildlife,High,All,Relaxation,3.6,8879,/static/images/kaneri_math_garden.jpg,https://www.youtube.com/embed/sample_kaneri_math_garden,The Residency Kolhapur,1174,The Taj Mahal Inn Kolhapur,6131,19.2832,73.9758,https://source.unsplash.com/800x600/?Kaneri%20Math%20Garden%2CWildlife%2CMaharashtra
Sagargad Fort Ancient Site,Raigad,Fort,Medium,Winter,Adventure,4.8,4473,/static/images/sagargad_fort_ancient_site.jpg,https://www.youtube.com/embed/sample_sagargad_fort_ancient_site,Pleasant Stay Raigad,1137,Vivanta Plaza Raigad,6161,18.2268,74.4299,https://source.unsplash.com/800x600/?Sagargad%20Fort%20Ancient%20Site%2CFort%2CMaharashtra
Yawal Wildlife Sanctuary Point,Jalgaon,Wildlife,High,Winter,Wildlife,4.1,13497,/static/images/yawal_wildlife_sanctuary_point.jpg,https://www.youtube.com/embed/sample_yawal_wildlife_sanctuary_point,Heritage Home Jalgaon,1352,The Grand Regency Jalgaon,5570,19.9403,78.9867,https://source.unsplash.com/800x600/?Yawal%20Wildlife%20Sanctuary%20Point%2CWildlife%2CMaharashtra
Varasgaon Dam,Pune,Wildlife,Medium,All,Wildlife,3.6,5145,/static/images/varasgaon_dam.jpg,https://www.youtube.com/embed/sample_varasgaon_dam,Royal Inn Pune,1281,Novotel Heritage Pune,5923,19.6091,78.1315,https://source.unsplash.com/800x600/?Varasgaon%20Dam%2CWildlife%2CMaharashtra
Futala Lake,Nagpur,Spiritual,Medium,Winter,Wildlife,4.1,6332,/static/images/futala_lake.jpg,https://www.youtube.com/embed/sample_futala_lake,Hotel Sai Nagpur,1415,The Taj Mahal Inn Nagpur,4658,18.6535,73.5875,https://source.unsplash.com/800x600/?Futala%20Lake%2CSpiritual%2CMaharashtra
Mahur Renuka Mata Temple Heritage,Nanded,Spiritual,Low,Winter,Spiritual,4.3,2491,/static/images/mahur_renuka_mata_temple_heritage.jpg,https://www.youtube.com/embed/sample_mahur_renuka_mata_temple_heritage,Hotel Sai Nanded,1666,Gateway Palace Nanded,5874,18.6183,74.1609,https://source.unsplash.com/800x600/?Mahur%20Renuka%20Mata%20Temple%20Heritage%2CSpiritual%2CMaharashtra
Korlai Fort Lake Side,Raigad,Fort,High,Winter,Adventure,3.6,12604,/static/images/korlai_fort_lake_side.jpg,https://www.youtube.com/embed/sample_korlai_fort_lake_side,Green Leaf Lodge Raigad,1128,Gateway Palace Raigad,6303,20.5255,79.4862,https://source.unsplash.com/800x600/?Korlai%20Fort%20Lake%20Side%2CFort%2CMaharashtra
Hiware Bazar Museum,Ahmednagar,Wildlife,High,Winter,Relaxation,4.2,13861,/static/images/hiware_bazar_museum.jpg,https://www.youtube.com/embed/sample_hiware_bazar_museum,Royal Inn Ahmednagar,1771,Gateway Palace Ahmednagar,4616,16.6922,73.7624,https://source.unsplash.com/800x600/?Hiware%20Bazar%20Museum%2CWildlife%2CMaharashtra
Kalaram Temple Memorial,Nashik,Spiritual,High,Winter,Spiritual,4.4,14350,/static/images/kalaram_temple_memorial.jpg,https://www.youtube.com/embed/sample_kalaram_temple_memorial,City Center Guest House Nashik,1468,Vivanta Plaza Nashik,5750,18.2079,74.7472,https://source.unsplash.com/800x600/?Kalaram%20Temple%20Memorial%2CSpiritual%2CMaharashtra
Dragon Palace Temple View,Nagpur,Spiritual,High,Monsoon,Spiritual,4.9,13844,/static/images/dragon_palace_temple_view.jpg,https://www.youtube.com/embed/sample_dragon_palace_temple_view,Royal Inn Nagpur,1276,Gateway Palace Nagpur,6865,19.9255,77.6696,https://source.unsplash.com/800x600/?Dragon%20Palace%20Temple%20View%2CSpiritual%2CMaharashtra
Soneri Mahal Lake Side,Chhatrapati Sambhaji Nagar,Beach,Medium,All,Wildlife,4.0,7138,/static/images/soneri_mahal_lake_side.jpg,https://www.youtube.com/embed/sample_soneri_mahal_lake_side,Pleasant Stay Chhatrapati Sambhaji Nagar,1610,Vivanta Plaza Chhatrapati Sambhaji Nagar,5174,17.4834,74.7874,https://source.unsplash.com/800x600/?Soneri%20Mahal%20Lake%20Side%2CBeach%2CMaharashtra
Angre High Seas Lake Side,Sindhudurg,Fort,Medium,All,Wildlife,4.5,4433,/static/images/angre_high_seas_lake_side.jpg,https://www.youtube.com/embed/sample_angre_high_seas_lake_side,Pleasant Stay Sindhudurg,1358,The Taj Mahal Inn Sindhudurg,4260,17.1764,75.6747,https://source.unsplash.com/800x600/?Angre%20High%20Seas%20Lake%20Side%2CFort%2CMaharashtra
Mallinath Temple View,Hingoli,Spiritual,High,Winter,Spiritual,4.2,12755,/static/images/mallinath_temple_view.jpg,https://www.youtube.com/embed/sample_mallinath_temple_view,Pleasant Stay Hingoli,1148,Orchid Resort Hingoli,3659,18.5182,78.4447,https://source.unsplash.com/800x600/?Mallinath%20Temple%20View%2CSpiritual%2CMaharashtra
Mahalakshmi Temple Lake Side,Mumbai,Spiritual,Medium,Winter,Spiritual,4.5,4755,/static/images/mahalakshmi_temple_lake_side.jpg,https://www.youtube.com/embed/sample_mahalakshmi_temple_lake_side,Hotel Sai Mumbai,1062,Vivanta Plaza Mumbai,6684,17.3555,75.0294,https://source.unsplash.com/800x600/?Mahalakshmi%20Temple%20Lake%20Side%2CSpiritual%2CMaharashtra
Soneri Mahal Memorial,Chhatrapati Sambhaji Nagar,Spiritual,High,All,Nature,3.9,8622,/static/images/soneri_mahal_memorial.jpg,https://www.youtube.com/embed/sample_soneri_mahal_memorial,The Residency Chhatrapati Sambhaji Nagar,1329,Vivanta Plaza Chhatrapati Sambhaji Nagar,6158,16.6859,76.9534,https://source.unsplash.com/800x600/?Soneri%20Mahal%20Memorial%2CSpiritual%2CMaharashtra
Mahakali Temple Ancient Site,Chandrapur,Spiritual,Medium,Monsoon,Spiritual,4.2,5600,/static/images/mahakali_temple_ancient_site.jpg,https://www.youtube.com/embed/sample_mahakali_temple_ancient_site,Green Leaf Lodge Chandrapur,1169,Gateway Palace Chandrapur,3944,19.9004,78.0984,https://source.unsplash.com/800x600/?Mahakali%20Temple%20Ancient%20Site%2CSpiritual%2CMaharashtra
Sudhagad Fort Heritage,Thane,Fort,High,Winter,Adventure,3.8,8338,/static/images/sudhagad_fort_heritage.jpg,https://www.youtube.com/embed/sample_sudhagad_fort_heritage,City Center Guest House Thane,1414,Vivanta Plaza Thane,4649,18.4453,79.1767,https://source.unsplash.com/800x600/?Sudhagad%20Fort%20Heritage%2CFort%2CMaharashtra
Kalamb Ganpati Temple Heritage,Yavatmal,Spiritual,Low,Winter,Spiritual,4.8,2666,/static/images/kalamb_ganpati_temple_heritage.jpg,https://www.youtube.com/embed/sample_kalamb_ganpati_temple_heritage,City Center Guest House Yavatmal,1497,Marriott Executive Yavatmal,6695,18.9712,79.4811,https://source.unsplash.com/800x600/?Kalamb%20Ganpati%20Temple%20Heritage%2CSpiritual%2CMaharashtra
Sarang Kheda,Nandurbar,Fort,High,Monsoon,Wildlife,4.3,14565,/static/images/sarang_kheda.jpg,https://www.youtube.com/embed/sample_sarang_kheda,The Residency Nandurbar,1659,Orchid Resort Nandurbar,4847,17.555,79.7097,https://source.unsplash.com/800x600/?Sarang%20Kheda%2CFort%2CMaharashtra
Prakash Temple Memorial,Nandurbar,Spiritual,Low,All,Spiritual,4.2,3659,/static/images/prakash_temple_memorial.jpg,https://www.youtube.com/embed/sample_prakash_temple_memorial,Hotel Sai Nandurbar,1795,Gateway Palace Nandurbar,5501,16.2272,78.5228,https://source.unsplash.com/800x600/?Prakash%20Temple%20Memorial%2CSpiritual%2CMaharashtra
Nakane Lake View,Dhule,Spiritual,Low,All,Nature,4.6,3519,/static/images/nakane_lake_view.jpg,https://www.youtube.com/embed/sample_nakane_lake_view,City Center Guest House Dhule,1142,Marriott Executive Dhule,6362,16.2417,78.1364,https://source.unsplash.com/800x600/?Nakane%20Lake%20View%2CSpiritual%2CMaharashtra
Coin Museum Ancient Site,Nashik,Nature,Low,Monsoon,Cultural,4.3,2587,/static/images/coin_museum_ancient_site.jpg,https://www.youtube.com/embed/sample_coin_museum_ancient_site,The Residency Nashik,1644,The Taj Mahal Inn Nashik,3549,19.6954,74.8129,https://source.unsplash.com/800x600/?Coin%20Museum%20Ancient%20Site%2CNature%2CMaharashtra
Karde Beach Lake Side,Ratnagiri,Beach,Low,Monsoon,Relaxation,4.5,2228,/static/images/karde_beach_lake_side.jpg,https://www.youtube.com/embed/sample_karde_beach_lake_side,Hotel Sai Ratnagiri,1605,The Grand Regency Ratnagiri,4240,18.2548,77.393,https://source.unsplash.com/800x600/?Karde%20Beach%20Lake%20Side%2CBeach%2CMaharashtra
Kolaba Fort Garden,Raigad,Fort,Low,Monsoon,Adventure,4.9,2526,/static/images/kolaba_fort_garden.jpg,https://www.youtube.com/embed/sample_kolaba_fort_garden,Green Leaf Lodge Raigad,1487,The Grand Regency Raigad,5636,18.5129,74.1843,https://source.unsplash.com/800x600/?Kolaba%20Fort%20Garden%2CFort%2CMaharashtra
Pu La Deshpande Garden Memorial,Pune,Nature,Medium,All,Nature,3.8,7674,/static/images/pu_la_deshpande_garden_memorial.jpg,https://www.youtube.com/embed/sample_pu_la_deshpande_garden_memorial,Heritage Home Pune,1504,The Grand Regency Pune,6679,19.4935,79.8277,https://source.unsplash.com/800x600/?Pu%20La%20Deshpande%20Garden%20Memorial%2CNature%2CMaharashtra
Sawantwadi Palace Garden,Sindhudurg,Beach,Medium,Winter,Wildlife,4.5,4109,/static/images/sawantwadi_palace_garden.jpg,https://www.youtube.com/embed/sample_sawantwadi_palace_garden,Heritage Home Sindhudurg,1047,Orchid Resort Sindhudurg,6893,19.3817,76.9412,https://source.unsplash.com/800x600/?Sawantwadi%20Palace%20Garden%2CBeach%2CMaharashtra
Kharosa Caves Memorial,Latur,Historical,Low,Winter,Cultural,4.0,2395,/static/images/kharosa_caves_memorial.jpg,https://www.youtube.com/embed/sample_kharosa_caves_memorial,Green Leaf Lodge Latur,1526,Vivanta Plaza Latur,6886,20.0856,78.4576,https://source.unsplash.com/800x600/?Kharosa%20Caves%20Memorial%2CHistorical%2CMaharashtra
Sewri Fort Point,Mumbai,Fort,High,Monsoon,Adventure,4.9,8576,/static/images/sewri_fort_point.jpg,https://www.youtube.com/embed/sample_sewri_fort_point,Pleasant Stay Mumbai,1045,The Taj Mahal Inn Mumbai,5543,16.8117,79.4371,https://source.unsplash.com/800x600/?Sewri%20Fort%20Point%2CFort%2CMaharashtra
Bassein Fort Valley,Thane,Fort,High,All,Adventure,3.6,11569,/static/images/bassein_fort_valley.jpg,https://www.youtube.com/embed/sample_bassein_fort_valley,Hotel Sai Thane,1502,Marriott Executive Thane,6012,16.8099,78.0739,https://source.unsplash.com/800x600/?Bassein%20Fort%20Valley%2CFort%2CMaharashtra
Temghar Dam Ancient Site,Pune,Beach,Medium,Winter,Wildlife,4.0,7171,/static/images/temghar_dam_ancient_site.jpg,https://www.youtube.com/embed/sample_temghar_dam_ancient_site,Heritage Home Pune,1166,Gateway Palace Pune,5450,18.3575,75.2876,https://source.unsplash.com/800x600/?Temghar%20Dam%20Ancient%20Site%2CBeach%2CMaharashtra
Regal Cinema View,Mumbai,Spiritual,High,Winter,Relaxation,4.9,9377,/static/images/regal_cinema_view.jpg,https://www.youtube.com/embed/sample_regal_cinema_view,Pleasant Stay Mumbai,1784,The Taj Mahal Inn Mumbai,6595,19.904,73.0033,https://source.unsplash.com/800x600/?Regal%20Cinema%20View%2CSpiritual%2CMaharashtra
Guru Ganesh Bhawan Ancient Site,Jalna,Fort,Medium,Winter,Nature,3.7,5947,/static/images/guru_ganesh_bhawan_ancient_site.jpg,https://www.youtube.com/embed/sample_guru_ganesh_bhawan_ancient_site,Pleasant Stay Jalna,1458,Marriott Executive Jalna,6090,17.6175,74.5031,https://source.unsplash.com/800x600/?Guru%20Ganesh%20Bhawan%20Ancient%20Site%2CFort%2CMaharashtra
Neelkantheshwar Ancient Site,Pune,Fort,High,Winter,Nature,4.5,12303,/static/images/neelkantheshwar_ancient_site.jpg,https://www.youtube.com/embed/sample_neelkantheshwar_ancient_site,Hotel Sai Pune,1706,The Taj Mahal Inn Pune,5970,20.5319,77.8423,https://source.unsplash.com/800x600/?Neelkantheshwar%20Ancient%20Site%2CFort%2CMaharashtra
Bandra Fort Ancient Site,Mumbai,Fort,High,Winter,Adventure,4.0,13611,/static/images/bandra_fort_ancient_site.jpg,https://www.youtube.com/embed/sample_bandra_fort_ancient_site,Royal Inn Mumbai,1631,Vivanta Plaza Mumbai,3596,19.3183,79.315,https://source.unsplash.com/800x600/?Bandra%20Fort%20Ancient%20Site%2CFort%2CMaharashtra
Andhalgaon,Bhandara,Fort,Low,Monsoon,Nature,3.6,1545,/static/images/andhalgaon.jpg,https://www.youtube.com/embed/sample_andhalgaon,Green Leaf Lodge Bhandara,1751,Marriott Executive Bhandara,5266,16.0269,77.0046,https://source.unsplash.com/800x600/?Andhalgaon%2CFort%2CMaharashtra
Junona Lake Lake Side,Chandrapur,Nature,High,Winter,Wildlife,4.1,11323,/static/images/junona_lake_lake_side.jpg,https://www.youtube.com/embed/sample_junona_lake_lake_side,The Residency Chandrapur,1461,Novotel Heritage Chandrapur,3635,18.322,78.0372,https://source.unsplash.com/800x600/?Junona%20Lake%20Lake%20Side%2CNature%2CMaharashtra
Dajipur Wildlife Sanctuary Valley,Kolhapur,Wildlife,High,Winter,Wildlife,4.4,14907,/static/images/dajipur_wildlife_sanctuary_valley.jpg,https://www.youtube.com/embed/sample_dajipur_wildlife_sanctuary_valley,Heritage Home Kolhapur,1502,Vivanta Plaza Kolhapur,5396,16.9776,79.3755,https://source.unsplash.com/800x600/?Dajipur%20Wildlife%20Sanctuary%20Valley%2CWildlife%2CMaharashtra
Audumbar View,Kolhapur,Wildlife,Medium,Monsoon,Cultural,3.7,6299,/static/images/audumbar_view.jpg,https://www.youtube.com/embed/sample_audumbar_view,Pleasant Stay Kolhapur,1363,Orchid Resort Kolhapur,6990,18.617,77.3603,https://source.unsplash.com/800x600/?Audumbar%20View%2CWildlife%2CMaharashtra
Avchitgad Fort Point,Raigad,Fort,High,All,Adventure,4.2,12924,/static/images/avchitgad_fort_point.jpg,https://www.youtube.com/embed/sample_avchitgad_fort_point,Green Leaf Lodge Raigad,1347,Orchid Resort Raigad,4635,18.8649,79.739,https://source.unsplash.com/800x600/?Avchitgad%20Fort%20Point%2CFort%2CMaharashtra
Kachargadh Caves,Gondia,Historical,Medium,All,Cultural,4.4,6506,/static/images/kachargadh_caves.jpg,https://www.youtube.com/embed/sample_kachargadh_caves,Hotel Sai Gondia,1294,Vivanta Plaza Gondia,5627,17.3819,77.458,https://source.unsplash.com/800x600/?Kachargadh%20Caves%2CHistorical%2CMaharashtra
Laling Fort Garden,Dhule,Fort,High,Winter,Adventure,4.9,11595,/static/images/laling_fort_garden.jpg,https://www.youtube.com/embed/sample_laling_fort_garden,City Center Guest House Dhule,1477,Marriott Executive Dhule,5708,17.8905,76.6067,https://source.unsplash.com/800x600/?Laling%20Fort%20Garden%2CFort%2CMaharashtra
Nehru Science Centre View,Mumbai,Spiritual,Medium,All,Wildlife,4.2,4682,/static/images/nehru_science_centre_view.jpg,https://www.youtube.com/embed/sample_nehru_science_centre_view,Hotel Sai Mumbai,1085,The Grand Regency Mumbai,4051,17.0203,77.3907,https://source.unsplash.com/800x600/?Nehru%20Science%20Centre%20View%2CSpiritual%2CMaharashtra
Vishrambaug Wada Valley,Pune,Hill,High,All,Adventure,4.3,10601,/static/images/vishrambaug_wada_valley.jpg,https://www.youtube.com/embed/sample_vishrambaug_wada_valley,Heritage Home Pune,1662,Marriott Executive Pune,5076,18.9047,73.5019,https://source.unsplash.com/800x600/?Vishrambaug%20Wada%20Valley%2CHill%2CMaharashtra
Jehangir Art Gallery Lake Side,Mumbai,Hill,Low,All,Adventure,4.1,3131,/static/images/jehangir_art_gallery_lake_side.jpg,https://www.youtube.com/embed/sample_jehangir_art_gallery_lake_side,Heritage Home Mumbai,1532,Novotel Heritage Mumbai,5139,18.1651,78.6701,https://source.unsplash.com/800x600/?Jehangir%20Art%20Gallery%20Lake%20Side%2CHill%2CMaharashtra
Chalkewadi Windmills Heritage,Satara,Wildlife,Low,All,Wildlife,4.3,1936,/static/images/chalkewadi_windmills_heritage.jpg,https://www.youtube.com/embed/sample_chalkewadi_windmills_heritage,Royal Inn Satara,1606,The Grand Regency Satara,3871,20.0342,73.3348,https://source.unsplash.com/800x600/?Chalkewadi%20Windmills%20Heritage%2CWildlife%2CMaharashtra
Bandra Fort Lake Side,Mumbai,Fort,Medium,Monsoon,Adventure,4.0,7778,/static/images/bandra_fort_lake_side.jpg,https://www.youtube.com/embed/sample_bandra_fort_lake_side,Heritage Home Mumbai,1122,The Grand Regency Mumbai,5549,16.2111,76.3908,https://source.unsplash.com/800x600/?Bandra%20Fort%20Lake%20Side%2CFort%2CMaharashtra
Kaneri Math,Kolhapur,Hill,Medium,All,Cultural,4.0,4315,/static/images/kaneri_math.jpg,https://www.youtube.com/embed/sample_kaneri_math,Heritage Home Kolhapur,1722,Orchid Resort Kolhapur,6651,19.2645,78.6291,https://source.unsplash.com/800x600/?Kaneri%20Math%2CHill%2CMaharashtra
